Effective Date,First Name,Last Name,Location,Job Name,GL Code,Labor Task,Deptment,Hours
2026-03-26,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,QC - Shop Review,QC,6.5
2026-03-26,Nia,Okonkwo,Plant 3,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,QC,1.5
2026-03-26,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,QC,6.5
2026-03-26,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,QC,0.5
2026-03-26,Sam,Petrov,Plant 2,OVERHEAD - General Engineering,6000,ADMIN - Meetings,QC,1.0
2026-03-26,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Engineering,8.0
2026-03-26,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,QC - Shop Review,Drafting,5.0
2026-03-26,Kofi,Mensah,Plant 3,OVERHEAD - Training,6010,DESIGN - Member Design,Drafting,0.5
2026-03-26,Kofi,Mensah,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Drafting,2.5
2026-03-27,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Engineering,6.5
2026-03-27,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,Engineering,0.5
2026-03-27,Marcus,Ohara,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Engineering,1.0
2026-03-27,Priya,Raman,Plant 2,25-1044 Harborview Medical Deck,5110,DRAFT - Erection Drawings,Engineering,8.0
2026-03-27,Tomas,Lindqvist,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Drafting,7.5
2026-03-27,Tomas,Lindqvist,Plant 2,OVERHEAD - Training,6010,DESIGN - Member Design,Drafting,0.5
2026-03-27,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Drafting,2.5
2026-03-27,Alice,Boonyasak,Plant 1,OVERHEAD - Training,6010,DESIGN - Member Design,Drafting,5.5
2026-03-27,Ruben,Castellanos,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,4.5
2026-03-27,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Engineering,3.5
2026-03-27,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,QC,2.5
2026-03-27,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,QC,5.5
2026-03-27,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,QC,8.0
2026-03-27,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Engineering,8.0
2026-03-30,Dana,Whitfield,Plant 1,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,1.0
2026-03-30,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,5.0
2026-03-30,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,PM - Coordination,Engineering,2.0
2026-03-30,Marcus,Ohara,Plant 1,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Engineering,2.5
2026-03-30,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,5.5
2026-03-30,Priya,Raman,Plant 2,24-1207 Northgate Transit Center,5100,QC - Shop Review,Engineering,8.0
2026-03-30,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Drafting,3.0
2026-03-30,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,PM - Coordination,Drafting,5.0
2026-03-30,Alice,Boonyasak,Plant 1,OVERHEAD - General Engineering,6000,QC - Shop Review,Drafting,2.0
2026-03-30,Alice,Boonyasak,Plant 1,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Drafting,6.0
2026-03-30,Ruben,Castellanos,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Engineering,8.0
2026-03-30,Nia,Okonkwo,Plant 3,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,QC,0.5
2026-03-30,Nia,Okonkwo,Plant 3,OVERHEAD - Training,6010,QC - Shop Review,QC,4.0
2026-03-30,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,QC,3.5
2026-03-30,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DRAFT - Erection Drawings,QC,6.5
2026-03-30,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,QC,0.5
2026-03-30,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,QC,1.0
2026-03-30,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,Engineering,1.0
2026-03-30,Iris,Hollander,Plant 1,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,7.0
2026-03-30,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,DESIGN - Member Design,Drafting,3.0
2026-03-30,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Drafting,3.0
2026-03-30,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,Drafting,2.0
2026-03-31,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,PM - Coordination,Engineering,6.5
2026-03-31,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,DRAFT - Piece Tickets,Engineering,1.0
2026-03-31,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,0.5
2026-03-31,Marcus,Ohara,Plant 1,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,Engineering,3.0
2026-03-31,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Engineering,2.5
2026-03-31,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Engineering,2.5
2026-03-31,Priya,Raman,Plant 2,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Engineering,8.0
2026-03-31,Tomas,Lindqvist,Plant 2,24-1207 Northgate Transit Center,5100,QC - Shop Review,Drafting,0.5
2026-03-31,Tomas,Lindqvist,Plant 2,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Drafting,1.0
2026-03-31,Tomas,Lindqvist,Plant 2,OVERHEAD - Training,6010,DESIGN - Connection Design,Drafting,6.5
2026-03-31,Alice,Boonyasak,Plant 1,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,Drafting,4.0
2026-03-31,Alice,Boonyasak,Plant 1,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Drafting,3.0
2026-03-31,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Drafting,1.0
2026-03-31,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Engineering,3.5
2026-03-31,Ruben,Castellanos,Plant 3,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,Engineering,4.5
2026-03-31,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,QC,7.0
2026-03-31,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,QC,1.0
2026-03-31,Sam,Petrov,Plant 2,OVERHEAD - Training,6010,DRAFT - Erection Drawings,QC,0.5
2026-03-31,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DRAFT - Piece Tickets,QC,7.5
2026-03-31,Iris,Hollander,Plant 1,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,Engineering,8.0
2026-03-31,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Drafting,8.0
2026-04-01,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,8.0
2026-04-01,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Engineering,0.5
2026-04-01,Marcus,Ohara,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,2.0
2026-04-01,Marcus,Ohara,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Engineering,5.5
2026-04-01,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Engineering,3.0
2026-04-01,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Engineering,2.0
2026-04-01,Priya,Raman,Plant 2,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Engineering,3.0
2026-04-01,Tomas,Lindqvist,Plant 2,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,Drafting,8.0
2026-04-01,Alice,Boonyasak,Plant 1,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Drafting,8.0
2026-04-01,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Engineering,8.0
2026-04-01,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,QC,3.5
2026-04-01,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,QC,4.5
2026-04-01,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,QC,8.0
2026-04-01,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,DESIGN - Member Design,Drafting,2.0
2026-04-01,Kofi,Mensah,Plant 3,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,Drafting,6.0
2026-04-02,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,PM - Coordination,Engineering,1.0
2026-04-02,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,4.5
2026-04-02,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Connection Design,Engineering,2.5
2026-04-02,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,8.0
2026-04-02,Tomas,Lindqvist,Plant 2,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Drafting,8.0
2026-04-02,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,Drafting,0.5
2026-04-02,Alice,Boonyasak,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Drafting,7.5
2026-04-02,Ruben,Castellanos,Plant 3,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,Engineering,6.0
2026-04-02,Ruben,Castellanos,Plant 3,24-1180 Riverside Parking Structure,5100,DRAFT - Erection Drawings,Engineering,2.0
2026-04-02,Nia,Okonkwo,Plant 3,24-1180 Riverside Parking Structure,5100,PM - Coordination,QC,7.5
2026-04-02,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,QC,0.5
2026-04-02,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,QC,1.5
2026-04-02,Sam,Petrov,Plant 2,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,QC,6.0
2026-04-02,Sam,Petrov,Plant 2,OVERHEAD - Training,6010,DESIGN - Connection Design,QC,0.5
2026-04-02,Iris,Hollander,Plant 1,24-1180 Riverside Parking Structure,5100,PM - Coordination,Engineering,0.5
2026-04-02,Iris,Hollander,Plant 1,OVERHEAD - Training,6010,QC - Shop Review,Engineering,7.5
2026-04-02,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,PM - Coordination,Drafting,2.0
2026-04-02,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Drafting,6.0
2026-04-03,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Engineering,8.0
2026-04-03,Marcus,Ohara,Plant 1,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,Engineering,7.5
2026-04-03,Marcus,Ohara,Plant 1,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Engineering,0.5
2026-04-03,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Engineering,6.0
2026-04-03,Priya,Raman,Plant 2,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,2.0
2026-04-03,Tomas,Lindqvist,Plant 2,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Drafting,8.0
2026-04-03,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Drafting,4.5
2026-04-03,Alice,Boonyasak,Plant 1,24-1207 Northgate Transit Center,5100,QC - Shop Review,Drafting,1.0
2026-04-03,Alice,Boonyasak,Plant 1,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Drafting,2.5
2026-04-03,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,Engineering,1.0
2026-04-03,Ruben,Castellanos,Plant 3,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Engineering,0.5
2026-04-03,Ruben,Castellanos,Plant 3,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Engineering,6.5
2026-04-03,Nia,Okonkwo,Plant 3,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,QC,6.0
2026-04-03,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,ADMIN - Meetings,QC,2.0
2026-04-03,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,QC,8.0
2026-04-03,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Engineering,0.5
2026-04-03,Iris,Hollander,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,Engineering,6.5
2026-04-03,Iris,Hollander,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Engineering,1.0
2026-04-03,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,DESIGN - Member Design,Drafting,8.0
2026-04-06,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,PM - Coordination,Engineering,0.5
2026-04-06,Dana,Whitfield,Plant 1,25-1044 Harborview Medical Deck,5110,DRAFT - Erection Drawings,Engineering,7.5
2026-04-06,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,8.0
2026-04-06,Priya,Raman,Plant 2,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Engineering,8.0
2026-04-06,Tomas,Lindqvist,Plant 2,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,Drafting,5.5
2026-04-06,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Drafting,1.0
2026-04-06,Tomas,Lindqvist,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Drafting,1.5
2026-04-06,Alice,Boonyasak,Plant 1,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Drafting,6.5
2026-04-06,Alice,Boonyasak,Plant 1,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Drafting,1.0
2026-04-06,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Drafting,0.5
2026-04-06,Ruben,Castellanos,Plant 3,24-1180 Riverside Parking Structure,5100,DRAFT - Erection Drawings,Engineering,7.5
2026-04-06,Ruben,Castellanos,Plant 3,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Engineering,0.5
2026-04-06,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,QC,3.0
2026-04-06,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,QC,1.5
2026-04-06,Nia,Okonkwo,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,QC,3.5
2026-04-06,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,QC,7.0
2026-04-06,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,QC,1.0
2026-04-06,Iris,Hollander,Plant 1,OVERHEAD - General Engineering,6000,DRAFT - Erection Drawings,Engineering,7.5
2026-04-06,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,PM - Coordination,Engineering,0.5
2026-04-06,Kofi,Mensah,Plant 3,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Drafting,5.5
2026-04-06,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Drafting,2.5
2026-04-07,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Engineering,4.5
2026-04-07,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Engineering,0.5
2026-04-07,Dana,Whitfield,Plant 1,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,3.0
2026-04-07,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,QC - Shop Review,Engineering,6.0
2026-04-07,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Engineering,1.5
2026-04-07,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Engineering,0.5
2026-04-07,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Engineering,8.0
2026-04-07,Tomas,Lindqvist,Plant 2,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Drafting,3.0
2026-04-07,Tomas,Lindqvist,Plant 2,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,Drafting,5.0
2026-04-07,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,Drafting,3.0
2026-04-07,Alice,Boonyasak,Plant 1,24-1180 Riverside Parking Structure,5100,DESIGN - Connection Design,Drafting,0.5
2026-04-07,Alice,Boonyasak,Plant 1,OVERHEAD - Training,6010,DESIGN - Connection Design,Drafting,4.5
2026-04-07,Ruben,Castellanos,Plant 3,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,Engineering,6.5
2026-04-07,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Engineering,1.5
2026-04-07,Nia,Okonkwo,Plant 3,24-1207 Northgate Transit Center,5100,QC - Shop Review,QC,4.0
2026-04-07,Nia,Okonkwo,Plant 3,OVERHEAD - Training,6010,DESIGN - Connection Design,QC,4.0
2026-04-07,Sam,Petrov,Plant 2,OVERHEAD - Training,6010,QC - Shop Review,QC,8.0
2026-04-07,Iris,Hollander,Plant 1,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,Engineering,5.0
2026-04-07,Iris,Hollander,Plant 1,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,Engineering,3.0
2026-04-07,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Drafting,4.0
2026-04-07,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Drafting,4.0
2026-04-08,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,PM - Coordination,Engineering,8.0
2026-04-08,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DRAFT - Erection Drawings,Engineering,3.5
2026-04-08,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,ADMIN - Meetings,Engineering,4.5
2026-04-08,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Engineering,6.5
2026-04-08,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Engineering,1.5
2026-04-08,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Drafting,6.0
2026-04-08,Tomas,Lindqvist,Plant 2,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,Drafting,1.0
2026-04-08,Tomas,Lindqvist,Plant 2,OVERHEAD - General Engineering,6000,DRAFT - Piece Tickets,Drafting,1.0
2026-04-08,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,Drafting,7.5
2026-04-08,Alice,Boonyasak,Plant 1,24-1180 Riverside Parking Structure,5100,DESIGN - Connection Design,Drafting,0.5
2026-04-08,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Engineering,6.5
2026-04-08,Ruben,Castellanos,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Engineering,1.5
2026-04-08,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,ADMIN - Meetings,QC,8.0
2026-04-08,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,QC,8.0
2026-04-08,Iris,Hollander,Plant 1,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Engineering,8.0
2026-04-09,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,QC - Shop Review,Engineering,8.0
2026-04-09,Marcus,Ohara,Plant 1,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,Engineering,0.5
2026-04-09,Marcus,Ohara,Plant 1,25-1130 Fairmount Stadium Risers,5120,QC - Shop Review,Engineering,7.5
2026-04-09,Priya,Raman,Plant 2,24-1180 Riverside Parking Structure,5100,DRAFT - Piece Tickets,Engineering,0.5
2026-04-09,Priya,Raman,Plant 2,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Engineering,6.0
2026-04-09,Priya,Raman,Plant 2,24-1180 Riverside Parking Structure,5100,DRAFT - Piece Tickets,Engineering,1.5
2026-04-09,Tomas,Lindqvist,Plant 2,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Drafting,4.5
2026-04-09,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Drafting,3.0
2026-04-09,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,DESIGN - Member Design,Drafting,0.5
2026-04-09,Alice,Boonyasak,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Drafting,8.0
2026-04-09,Ruben,Castellanos,Plant 3,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,Engineering,8.0
2026-04-09,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,QC - Shop Review,QC,7.0
2026-04-09,Nia,Okonkwo,Plant 3,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,QC,1.0
2026-04-09,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,QC,8.0
2026-04-09,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Member Design,Drafting,5.0
2026-04-09,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Drafting,3.0
2026-04-10,Dana,Whitfield,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,3.0
2026-04-10,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DESIGN - Connection Design,Engineering,0.5
2026-04-10,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DESIGN - Connection Design,Engineering,4.5
2026-04-10,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,QC - Shop Review,Engineering,6.0
2026-04-10,Marcus,Ohara,Plant 1,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Engineering,0.5
2026-04-10,Marcus,Ohara,Plant 1,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Engineering,1.5
2026-04-10,Tomas,Lindqvist,Plant 2,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Drafting,7.5
2026-04-10,Tomas,Lindqvist,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Connection Design,Drafting,0.5
2026-04-10,Ruben,Castellanos,Plant 3,24-1180 Riverside Parking Structure,5100,DESIGN - Connection Design,Engineering,8.0
2026-04-10,Nia,Okonkwo,Plant 3,OVERHEAD - Training,6010,QC - Shop Review,QC,8.0
2026-04-10,Sam,Petrov,Plant 2,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,QC,7.5
2026-04-10,Sam,Petrov,Plant 2,24-1207 Northgate Transit Center,5100,QC - Shop Review,QC,0.5
2026-04-10,Iris,Hollander,Plant 1,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Engineering,8.0
2026-04-10,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Drafting,8.0
2026-04-13,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,PM - Coordination,Engineering,2.5
2026-04-13,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,PM - Coordination,Engineering,5.0
2026-04-13,Dana,Whitfield,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Member Design,Engineering,0.5
2026-04-13,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,QC - Shop Review,Engineering,8.0
2026-04-13,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,DESIGN - Member Design,Engineering,8.0
2026-04-13,Tomas,Lindqvist,Plant 2,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Drafting,8.0
2026-04-13,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,Drafting,2.0
2026-04-13,Alice,Boonyasak,Plant 1,OVERHEAD - Training,6010,PM - Coordination,Drafting,6.0
2026-04-13,Ruben,Castellanos,Plant 3,OVERHEAD - Training,6010,DESIGN - Member Design,Engineering,8.0
2026-04-13,Nia,Okonkwo,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,QC,7.5
2026-04-13,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,QC,0.5
2026-04-13,Sam,Petrov,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Connection Design,QC,1.5
2026-04-13,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,QC,2.0
2026-04-13,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,QC,4.5
2026-04-13,Iris,Hollander,Plant 1,24-1207 Northgate Transit Center,5100,PM - Coordination,Engineering,3.0
2026-04-13,Iris,Hollander,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,5.0
2026-04-14,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,DRAFT - Erection Drawings,Engineering,0.5
2026-04-14,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Engineering,7.5
2026-04-14,Marcus,Ohara,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Engineering,8.0
2026-04-14,Priya,Raman,Plant 2,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Engineering,8.0
